40.73587678	-73.98205027	19
40.69165183	-73.9999786	9
40.768254	-73.988639	8
40.7381765	-73.97738662	17
40.71910537	-73.99973337	28
40.74394314	-73.97966069	22
40.74475148	-73.99915362	1
40.73331967	-73.99510132	20
40.73038599	-74.00214988	14
40.68753406	-73.97265183	13
40.756014	-73.967416	8
40.734232	-73.986923	28
40.72521311	-73.97768752	29
40.728145	-73.990214	20
40.73532427	-73.99800419	27
40.7172274	-73.98802084	9
40.73047747	-73.99906065	22
40.71291224	-74.01020234	18
40.75934501	-73.96759673	16
40.75255434	-73.97282625	17
40.69239502	-73.99337909	27
40.70706456	-74.00731853	2
40.70365182	-74.01167797	6
40.7158155	-73.99422366	17
40.74854862	-73.98808416	18
40.75323098	-73.97032517	9
40.75038009	-73.98338988	23
40.73049393	-73.9957214	18
40.76669671	-73.99061728	5
40.75992262	-73.97648516	9
40.71542197	-74.01121978	7
40.74206539	-74.00443172	18
40.71748752	-74.0104554	16
40.72229346	-73.99147535	28
40.71406667	-73.99293911	16
40.73827428	-73.98751968	5
40.72368361	-73.97574813	27
40.71602118	-73.99974372	23
40.746647	-73.993915	1
40.72580614	-73.97422494	10
40.73223272	-73.98889957	18
40.749156	-73.9916	14
40.68764484	-73.96968902	10
40.6851443	-73.95380904	15
40.761628	-73.972924	9
40.70827295	-73.96834101	10
40.739323	-74.008119	18
40.74334935	-74.00681753	1
40.73781509	-73.99994661	11
40.7457121	-73.98194829	7
40.71622644	-73.98261206	6
40.73543934	-73.99453948	21
40.73649403	-73.99704374	26
40.724399	-74.004704	23
40.7451677	-73.98683077	22
40.73226398	-73.99852205	29
40.76030096	-73.99884222	20
40.71146364	-74.00552427	9
40.73524276	-73.98758561	29
40.74315566	-73.97434726	2
40.69196566	-73.9813018	27
40.689888	-73.981013	9
40.72243797	-74.00566443	23
40.71870987	-74.0090009	25
40.74395411	-73.99144871	1
40.716887	-73.963198	5
40.69089272	-73.99612349	25
40.68539567	-73.97431458	10
40.68926942	-73.98912867	16
40.75019995	-73.99093085	14
40.74317449	-74.00366443	20
40.76344058	-73.98268129	17
40.71473993	-74.00910627	8
40.70463334	-74.01361706	20
40.75455731	-73.96592976	25
40.71754834	-74.01322069	4
40.69474881	-73.98362464	27
40.69608941	-73.97803415	0
40.68981035	-73.97493121	13
40.73416059	-73.98024289	28
40.7014851	-73.98656928	2
40.70277159	-73.99383605	23
40.75320159	-73.9779874	12
40.75968085	-73.97031366	25
40.74444921	-73.98303529	19
40.73535398	-74.00483091	23
40.71534825	-73.96024116	5
40.68807003	-73.98410637	6
40.73314259	-73.97573881	23
40.70255088	-73.98940236	9
40.72779126	-73.98564945	20
40.68317813	-73.9659641	27
40.71605866	-73.99190759	11
40.70862144	-74.00722156	2
40.72043411	-74.01020609	19
40.73261787	-73.99158043	5
40.76341379	-73.99667444	23
40.6906495	-73.95643107	15
40.71219906	-73.97948148	8
40.75828065	-73.97069431	16
40.69760127	-73.99344559	25
40.76584941	-73.98690506	8
40.71286844	-73.95698119	13
40.71044554	-73.96525063	27
40.69794	-73.96986848	10
40.72405549	-74.00965965	29
40.6809833854	-73.9500479759	0
40.69839895	-73.98068914	10
40.69178232	-73.97372989	10
40.71782143	-73.97628939	6
40.687979	-73.978474	0
40.71285887	-73.96590294	6
40.75795248	-73.97787642	25
40.71926081	-73.98178024	13
40.71076228	-73.99400398	6
40.69573398	-73.97129668	15
40.744219	-73.97121214	11
40.70255065	-74.0127234	8
40.71307916	-73.99851193	8
40.75500254	-73.98014437	20
40.7153379	-74.01658354	12
40.7047177	-74.00926027	9
40.7149787	-74.013012	23
40.69512845	-73.99595065	8
40.69597683	-73.99014892	8
40.75022392	-73.97121414	6
40.69246277	-73.98963911	16
40.69986937	-73.98271933	0
40.69327018	-73.97703874	15
40.76095756	-73.96724467	19
40.70569254	-74.01677685	28
40.71269042	-73.98776323	6
40.75714758	-73.97207836	17
40.70037867	-73.99548059	13
40.72185379	-74.00771779	13
40.70955958	-74.00653609	2
40.68650065	-73.96563307	15
40.694528	-73.958089	15
40.69892054	-73.97332996	21
40.68683208	-73.9796772	15
40.75466591	-73.99138152	26
40.71850211	-73.98329859	8
40.72362738	-73.99949601	28
40.7597108	-73.97402311	8
40.70355377	-74.00670227	11
40.695065	-73.987167	25
40.71260486	-73.96264403	27
40.7606597	-73.98042047	24
40.76695317	-73.98169333	26
40.75172632	-73.98753523	17
40.75640548	-73.9900262	14
40.75513557	-73.98658032	7
40.75510267	-73.97498696	18
40.7037992	-74.00838676	8
40.7568001	-73.98291153	24
40.6845683	-73.95881081	0
40.71273266	-74.0046073	14
40.70853074	-73.96408963	15
40.70531194	-73.97100056	21
40.68864636	-73.98263429	0
40.76228826	-73.98336183	29
40.76064679	-73.98442659	19
40.7652654	-73.98192338	23
40.69580705	-73.97355569	0
40.74096374	-73.98602213	7
40.752416	-73.97837	4
40.717571	-74.005549	8
40.69991755	-73.98971773	27
40.752141	-73.979782	29
40.771522	-73.990541	24
40.69383	-73.990539	27
40.701907	-74.013942	5
40.699773	-73.979927	0
40.688226	-73.979382	10
40.707873	-74.00167	6
40.751873	-73.977706	11
40.751581	-73.97791	13
